STATEFP,COUNTYFP,NAME,NAMELSAD,AGENCY,LARNAME,Tribe Name,State has Criminal Jurisdiction?,PL280?,Retrocession?,Retrocession Date,Partial Jurisdiction?,notes,citations,Uncertain/Needs lawyer confirmation,Error
30,3,Big Horn,Big Horn County,Northern Cheyenne,Northern Cheyenne LAR,Northern Cheyenne Tribe,0,,,,,,,,
30,15,Chouteau,Chouteau County,Rocky Boy's,Rocky Boys LAR,Chippewa Cree Tribe,0,,,,,,,,
30,41,Hill,Hill County,Rocky Boy's,Rocky Boys LAR,Chippewa Cree Tribe,0,,,,,,,,
30,87,Rosebud,Rosebud County,Crow,Crow LAR,Crow Tribe,0,,,,,,,,
30,97,Sweet Grass,Sweet Grass County,Crow,Crow LAR,Crow Tribe,0,,,,,,,,
30,3,Big Horn,Big Horn County,Crow,Crow LAR,Crow Tribe,0,,,,,,,,
30,9,Carbon,Carbon County,Crow,Crow LAR,Crow Tribe,0,,,,,,,,
30,95,Stillwater,Stillwater County,Crow,Crow LAR,Crow Tribe,0,,,,,,,,
30,103,Treasure,Treasure County,Crow,Crow LAR,Crow Tribe,0,,,,,,,,
30,111,Yellowstone,Yellowstone County,Crow,Crow LAR,Crow Tribe,0,,,,,,,,
31,39,Cuming,Cuming County,Winnebago,Omaha LAR,Omaha Tribe,0,,1,2008,,Nebraska retroceeded all criminal jurisdiction to the Omaha Tribe in 2008.,"Neb. Legislative Resolution 234, 100th Legislature (2008). https://nebraskalegislature.gov/FloorDocs/100/PDF/Intro/LR234.pdf. ",,
31,179,Wayne,Wayne County,Winnebago,Omaha LAR,Omaha Tribe,0,,1,2008,,Nebraska retorceeded all criminal jurisdiction to the Omaha Tribe in 2008.,,,
31,173,Thurston,Thurston County,Winnebago,Omaha LAR,Omaha Tribe,0,,1,2008,,Nebraska retroceeded all criminal jurisdiction to the Omaha Tribe in 2008.,,,
31,21,Burt,Burt County,Winnebago,Omaha LAR,Omaha Tribe,0,,1,2008,,Nebraska retroceeded all criminal jurisdiction to the Omaha Tribe in 2008.,,,
31,45,Dawes,Dawes County,Pine Ridge,Pine Ridge LAR,Oglala Sioux Tribe,1,1,,,,,,,
31,161,Sheridan,Sheridan County,Pine Ridge,Pine Ridge LAR,Oglala Sioux Tribe,1,1,,,,,,,
31,31,Cherry,Cherry County,Pine Ridge,Pine Ridge LAR,Oglala Sioux Tribe,1,1,,,,,,,
31,15,Boyd,Boyd County,Rosebud,Rosebud LAR,Rosebud Sioux Tribe,1,1,,,,Seems that rosebud reservaiton does not actually extend into Nebraska,,,
31,31,Cherry,Cherry County,Rosebud,Rosebud LAR,Rosebud Sioux Tribe,1,1,,,,Seems that rosebud reservaiton does not actually extend into Nebraska,,,
31,107,Knox,Knox County,Winnebago,Santee LAR,Santee Sioux Nation,0,,1,2001,,"Nebraska retorceeded all criminal jurisdiction to the Santee Sioux in 2001 through the Neb. Legislative Resolution 17, 97th Legislature.","Jurisdiction Over Crimes Committed by NonIndian Offenders in Indian Country, Opinion No. 24-00 (2024). https://ago.nebraska.gov/sites/default/files/docs/opinions/AG%20Opinion%2024-003.pdf. ",,
31,43,Dakota,Dakota County,Winnebago,Winnebago LAR,Winnebago Tribe,0,,1,1986,,"Nebraska retorceeded all criminal jurisdiction to the Winnebago in 1986 through the Neb. Legislative Resolution 57, 89th Legislature.","Jurisdiction Over Crimes Committed by NonIndian Offenders in Indian Country, Opinion No. 24-00 (2024). https://ago.nebraska.gov/sites/default/files/docs/opinions/AG%20Opinion%2024-003.pdf. ",,
31,173,Thurston,Thurston County,Winnebago,Winnebago LAR,Winnebago Tribe,0,,1,1986,,"Nebraska retorceeded all criminal jurisdiction to the Winnebago in 1986 through the Neb. Legislative Resolution 57, 89th Legislature.","Neb. Legislative Resolution 57, 89th Legislature. https://nebraskalegislature.gov/FloorDocs/106/PDF/Intro/LR57.pdf.",,
31,51,Dixon,Dixon County,Winnebago,Winnebago LAR,Winnebago Tribe,0,,1,1986,,"Nebraska retorceeded all criminal jurisdiction to the Winnebago in 1986 through the Neb. Legislative Resolution 57, 89th Legislature.","Neb. Legislative Resolution 57, 89th Legislature. https://nebraskalegislature.gov/FloorDocs/106/PDF/Intro/LR57.pdf.",,
31,15,Boyd,Boyd County,Yankton,Yankton LAR,Yankton Sioux Tribe,1,1,,,,,,,
31,107,Knox,Knox County,Yankton,Yankton LAR,Yankton Sioux Tribe,1,1,,,,,,,
31,147,Richardson,Richardson County,Horton,Iowa LAR,Iowa Tribe,1,1,,,,,,,
31,147,Richardson,Richardson County,Horton,Sac and Fox (KS-NE) LAR,Sac and Fox Tribe,1,1,,,,,,,
32,23,Nye,Nye County,Central California,Timbisha Shoshone LAR,Timbi-Sha Shoshone Tribe,0,,1,1975,,reservations with jurisdiction marked 0 are specifically mentioned as having retroceeded in the following document. Retrocession for other tribes is unclear and needs lawyer confirmation (marked 1 for now because Nevada is mandatory),"40 Fed. Reg. 27,501 (June 30, 1975). https://www.fws.gov/sites/default/files/federal_register_document/FR-1975-06-30.pdf.",,
32,9,Esmeralda,Esmeralda County,Central California,Timbisha Shoshone LAR,Timbi-Sha Shoshone Tribe,0,,1,1975,,"Other sources say all have retroceeded, marking all as tribal jurisdiction for now",,,
32,510,Carson City,Carson City,Western Nevada,Carson LAR,Washoe Tribe,0,,1,1975,,,,,
32,3,Clark,Clark County,Southern Paiute,Las Vegas LAR,Las Vegas Paiute Tribe,0,,1,1975,,,,,
32,27,Pershing,Pershing County,Unknown,Lovelock Indian LAR,Lovelock Paiute Tribe,0,,1,1975,,,,,
32,7,Elko,Elko County,Eastern Nevada,Odgers Ranch LAR,Te-Moak Tribe,0,,1,1975,,,,,
32,5,Douglas,Douglas County,Western Nevada,Stewart LAR,Stewart Indian Community,0,,1,1975,,,,,
32,510,Carson City,Carson City,Western Nevada,Stewart LAR,Stewart Indian Community,0,,1,1975,,,,,
32,13,Humboldt,Humboldt County,Western Nevada,Winnemucca LAR,Winnemucca Indian Colony,0,,1,1975,,,"40 Fed. Reg. 27,501 (June 30, 1975). https://www.fws.gov/sites/default/files/federal_register_document/FR-1975-06-30.pdf. ",,
32,5,Douglas,Douglas County,Western Nevada,Woodfords LAR,Washoe Tribe,0,,1,1975,,,,,
32,19,Lyon,Lyon County,Western Nevada,Yerington LAR,Yerington Paiute Tribe,0,,1,1975,,,,,
32,5,Douglas,Douglas County,Western Nevada,Dresslerville LAR,Washoe Tribe,0,,1,1975,,,,,
32,13,Humboldt,Humboldt County,Western Nevada,Summit Lake LAR,Summit Lake Paiute Tribe,0,,1,1975,,,,,
32,15,Lander,Lander County,Eastern Nevada,Battle Mountain LAR,Te-Moak Tribe,0,,1,1975,,,,,
32,7,Elko,Elko County,Eastern Nevada,Duck Valley LAR,Shoshone Paiute Tribes,0,,1,1975,,,,,
32,7,Elko,Elko County,Eastern Nevada,Elko LAR,Te-Moak Tribe,0,,1,1975,,,,,
32,13,Humboldt,Humboldt County,Western Nevada,Fort McDermitt LAR,Fort McDermitt Paiute and Shoshone Tribe,0,,1,1975,,,,,
32,11,Eureka,Eureka County,Eastern Nevada,Ruby Valley LAR,Ruby Valley/Western Shoshone Tribe,0,,1,1975,,tribe name not listed on BIA site,,,
32,7,Elko,Elko County,Eastern Nevada,Ruby Valley LAR,Ruby Valley/Western Shoshone Tribe,0,,1,1975,,,,,
32,7,Elko,Elko County,Eastern Nevada,South Fork LAR,Te-Moak Tribe,0,,1,1975,,,,,
32,33,White Pine,White Pine County,Eastern Nevada,Goshute LAR,Goshute Tribe,0,,1,1975,,,,,
32,7,Elko,Elko County,Eastern Nevada,Goshute LAR,Goshute Tribe,0,,1,1975,,,,,
32,19,Lyon,Lyon County,Western Nevada,Pyramid Lake LAR,Pyramid Lake Paiute Tribe,0,,1,1975,,,,,
32,31,Washoe,Washoe County,Western Nevada,Pyramid Lake LAR,Pyramid Lake Paiute Tribe,0,,1,1975,,,,,
32,29,Storey,Storey County,Western Nevada,Pyramid Lake LAR,Pyramid Lake Paiute Tribe,0,,1,1975,,,,,
32,31,Washoe,Washoe County,Western Nevada,Reno-Sparks LAR,Reno-Sparks Indian Colony,0,,1,1975,,,,,
32,29,Storey,Storey County,Western Nevada,Reno-Sparks LAR,Reno-Sparks Indian Colony,0,,1,1975,,,,,
32,33,White Pine,White Pine County,Eastern Nevada,Ely LAR,Ely Shoshone Tribe,0,,1,1988,,,,,
32,1,Churchill,Churchill County,Western Nevada,Walker River LAR,Walker River Paiute Tribe,0,,1,1975,,,,,
32,21,Mineral,Mineral County,Western Nevada,Walker River LAR,Walker River Paiute Tribe,0,,1,1975,,,,,
32,19,Lyon,Lyon County,Western Nevada,Walker River LAR,Walker River Paiute Tribe,0,,1,1975,,,,,
32,23,Nye,Nye County,Western Nevada,Yomba LAR,Yomba Shoshone Tribe,0,,1,1975,,,,,
32,15,Lander,Lander County,Western Nevada,Yomba LAR,Yomba Shoshone Tribe,0,,1,1975,,,,,
32,23,Nye,Nye County,Eastern Nevada,Duckwater LAR,Duckwater Shoshone Tribe,0,,1,1975,,,,,
32,33,White Pine,White Pine County,Eastern Nevada,Duckwater LAR,Duckwater Shoshone Tribe,0,,1,1975,,,,,
32,3,Clark,Clark County,Southern Paiute,Moapa River LAR,Moapa Band of Paiute Indians,0,,1,1975,,,,,
32,3,Clark,Clark County,Colorado River,Fort Mojave LAR,Fort Mojave Indian Tribe,0,,1,1975,,,,,
32,5,Douglas,Douglas County,Western Nevada,Washoe LAR,Washoe Tribe,0,,1,1975,,,,,
32,510,Carson City,Carson City,Western Nevada,Washoe LAR,Washoe Tribe,0,,1,1975,,,,,
32,7,Elko,Elko County,Eastern Nevada,Wells LAR,Te-Moak Tribe,0,,1,1975,,,,,
35,43,Sandoval,Sandoval County,Laguna,Laguna LAR,Pueblo of Laguna,0,,,,,,"P.L 109-133 � 1-20, 119 STAT. 2573 (DEC. 20, 2005). https://www.govinfo.gov/content/pkg/STATUTE-119/pdf/STATUTE-119-Pg2573.pdf.",,
35,6,Cibola,Cibola County,Laguna,Laguna LAR,Pueblo of Laguna,0,,,,,,,,
35,1,Bernalillo,Bernalillo County,Laguna,Laguna LAR,Pueblo of Laguna,0,,,,,,,,
35,61,Valencia,Valencia County,Laguna,Laguna LAR,Pueblo of Laguna,0,,,,,,,,
35,53,Socorro,Socorro County,Southern Pueblos,Isleta LAR,Pueblo of Isleta,0,,,,,,,,
35,57,Torrance,Torrance County,Southern Pueblos,Isleta LAR,Pueblo of Isleta,0,,,,,,,,
35,1,Bernalillo,Bernalillo County,Southern Pueblos,Isleta LAR,Pueblo of Isleta,0,,,,,,,,
35,61,Valencia,Valencia County,Southern Pueblos,Isleta LAR,Pueblo of Isleta,0,,,,,,,,
35,43,Sandoval,Sandoval County,Southern Pueblos,Sandia LAR,Pueblo of Sandia,0,,,,,,,,
35,1,Bernalillo,Bernalillo County,Southern Pueblos,Sandia LAR,Pueblo of Sandia,0,,,,,,,,
35,43,Sandoval,Sandoval County,Southern Pueblos,Cochiti LAR,Pueblo of Cochiti,0,,,,,,,,
35,49,Santa Fe,Santa Fe County,Southern Pueblos,Cochiti LAR,Pueblo of Cochiti,0,,,,,,,,
35,43,Sandoval,Sandoval County,Southern Pueblos,San Felipe LAR,Pueblo of San Felipe,0,,,,,,,,
35,43,Sandoval,Sandoval County,Southern Pueblos,Santo Domingo LAR,Pueblo of Santo Domingo,0,,,,,,,,
35,49,Santa Fe,Santa Fe County,Southern Pueblos,Santo Domingo LAR,Pueblo of Santo Domingo,0,,,,,,,,
35,43,Sandoval,Sandoval County,Southern Pueblos,Santa Ana LAR,Pueblo of Santa Ana,0,,,,,,,,
35,47,San Miguel,San Miguel County,Southern Pueblos,Jemez LAR,Pueblo of Jemez,0,,,,,,,,
35,43,Sandoval,Sandoval County,Southern Pueblos,Jemez LAR,Pueblo of Jemez,0,,,,,,,,
35,49,Santa Fe,Santa Fe County,Southern Pueblos,Jemez LAR,Pueblo of Jemez,0,,,,,,,,
35,43,Sandoval,Sandoval County,Southern Pueblos,Zia LAR,Pueblo of Zia,0,,,,,,,,
35,55,Taos,Taos County,Northern Pueblos,Taos LAR,Pueblo of Taos,0,,,,,,,,
35,7,Colfax,Colfax County,Northern Pueblos,Taos LAR,Pueblo of Taos,0,,,,,,,,
35,55,Taos,Taos County,Northern Pueblos,Picuris LAR,Pueblo of Picuris,0,,,,,,,,
35,39,Rio Arriba,Rio Arriba County,Northern Pueblos,San Juan LAR,Ohkay Owinge,0,,,,,,,,
35,49,Santa Fe,Santa Fe County,Northern Pueblos,Nambe LAR,Pueblo of Nambe,0,,,,,,,,
35,49,Santa Fe,Santa Fe County,Northern Pueblos,Tesuque LAR,Pueblo of Tesuque,0,,,,,,,,
35,6,Cibola,Cibola County,Zuni,Acoma LAR,Pueblo of Zuni,0,,,,,,,,
35,3,Catron,Catron County,Unknown,Acoma (Red Lake) LAR,Pueblo of Acoma,0,,,,,,,,
35,6,Cibola,Cibola County,Unknown,Acoma (Red Lake) LAR,Pueblo of Acoma,0,,,,,,,,
35,53,Socorro,Socorro County,Unknown,Acoma (Red Lake) LAR,Pueblo of Acoma,0,,,,,,,,
35,35,Otero,Otero County,Mescalero,Mescalero Apache LAR,Mescalero Apache Tribe,0,,,,,,,,
35,27,Lincoln,Lincoln County,Mescalero,Mescalero Apache LAR,Mescalero Apache Tribe,0,,,,,,,,
35,5,Chaves,Chaves County,Mescalero,Mescalero Apache LAR,Mescalero Apache Tribe,0,,,,,,,,
35,49,Santa Fe,Santa Fe County,Northern Pueblos,Pojoaque LAR,Pueblo of Pojoaque,0,,,,,,,,
35,43,Sandoval,Sandoval County,Northern Pueblos,San Ildefonso LAR,Pueblo of San Ildefonso,0,,,,,,,,
35,28,Los Alamos,Los Alamos County,Northern Pueblos,San Ildefonso LAR,Pueblo of San Ildefonso,0,,,,,,,,
35,39,Rio Arriba,Rio Arriba County,Northern Pueblos,San Ildefonso LAR,Pueblo of San Ildefonso,0,,,,,,,,
35,49,Santa Fe,Santa Fe County,Northern Pueblos,San Ildefonso LAR,Pueblo of San Ildefonso,0,,,,,,,,
35,43,Sandoval,Sandoval County,Northern Pueblos,Santa Clara LAR,Pueblos of Santa Clara,0,,,,,,,,
35,28,Los Alamos,Los Alamos County,Northern Pueblos,Santa Clara LAR,Pueblos of Santa Clara,0,,,,,,,,
35,39,Rio Arriba,Rio Arriba County,Northern Pueblos,Santa Clara LAR,Pueblos of Santa Clara,0,,,,,,,,
35,49,Santa Fe,Santa Fe County,Northern Pueblos,Santa Clara LAR,Pueblos of Santa Clara,0,,,,,,,,
35,53,Socorro,Socorro County,Navajo,Navajo (Alamo) LAR,Navajo Nation,0,,,,,,,,
35,6,Cibola,Cibola County,Ramah Navajo,Navajo (Ramah) LAR,Navajo Nation,0,,,,,,,,
35,31,McKinley,McKinley County,Ramah Navajo,Navajo (Ramah) LAR,Navajo Nation,0,,,,,,,,
35,3,Catron,Catron County,Zuni,Zuni LAR,Pueblo of Zuni,0,,,,,,,,
35,6,Cibola,Cibola County,Zuni,Zuni LAR,Pueblo of Zuni,0,,,,,,,,
35,31,McKinley,McKinley County,Zuni,Zuni LAR,Pueblo of Zuni,0,,,,,,,,
35,43,Sandoval,Sandoval County,Navajo,Navajo LAR,Navajo Nation,0,,,,,,,,
35,6,Cibola,Cibola County,Navajo,Navajo LAR,Navajo Nation,0,,,,,,,,
35,45,San Juan,San Juan County,Navajo,Navajo LAR,Navajo Nation,0,,,,,,,,
35,31,McKinley,McKinley County,Navajo,Navajo LAR,Navajo Nation,0,,,,,,,,
35,39,Rio Arriba,Rio Arriba County,Navajo,Navajo LAR,Navajo Nation,0,,,,,,,,
35,43,Sandoval,Sandoval County,Jicarilla,Jicarilla Apache LAR,Jicarilla Apache Nation,0,,,,,,,,
35,39,Rio Arriba,Rio Arriba County,Jicarilla,Jicarilla Apache LAR,Jicarilla Apache Nation,0,,,,,,,,
35,45,San Juan,San Juan County,Southern Ute,Southern Ute LAR,Southern Ute Tribe,0,,,,,,,,
35,39,Rio Arriba,Rio Arriba County,Southern Ute,Southern Ute LAR,Southern Ute Tribe,0,,,,,,,,
35,45,San Juan,San Juan County,Ute Mountain Ute,Ute Mountain Ute LAR,Ute Mountain Ute Tribe,0,,,,,,,,
36,9,Cattaraugus,Cattaraugus County,Unknown,Allegany LAR,Seneca Nation,1,0,,,,,"25 U.S. Code � 233 - Jurisdiction of New York State courts in civil actions. (n.d.). Law.Cornell.Edu. Retrieved August 13, 2025, from https://www.law.cornell.edu/uscode/text/25/233.",,
36,29,Erie,Erie County,Unknown,Cattaraugus LAR,Seneca Nation,1,0,,,,,,,
36,9,Cattaraugus,Cattaraugus County,Unknown,Cattaraugus LAR,Seneca Nation,1,0,,,,,,,
36,13,Chautauqua,Chautauqua County,Unknown,Cattaraugus LAR,Seneca Nation,1,0,,,,,,,
36,3,Allegany,Allegany County,Unknown,Oil Springs LAR,Seneca Nation,1,0,,,,,,,
36,9,Cattaraugus,Cattaraugus County,Unknown,Oil Springs LAR,Seneca Nation,1,0,,,,,,,
36,75,Oswego,Oswego County,Unknown,Oneida (New York) LAR,Oneida Nation,1,0,,,,,,,
36,53,Madison,Madison County,Unknown,Oneida (New York) LAR,Oneida Nation,1,0,,,,,,,
36,49,Lewis,Lewis County,Unknown,Oneida (New York) LAR,Oneida Nation,1,0,,,,,,,
36,65,Oneida,Oneida County,Unknown,Oneida (New York) LAR,Oneida Nation,1,0,,,,,,,
36,67,Onondaga,Onondaga County,Unknown,Oneida (New York) LAR,Oneida Nation,1,0,,,,,,,
36,67,Onondaga,Onondaga County,Unknown,Onondaga LAR,Onondaga Nation,1,0,,,,,,,
36,89,St. Lawrence,St. Lawrence County,Unknown,St. Regis Mohawk LAR,Saint Regis Mohawk Tribe,1,0,,,,,,,
36,33,Franklin,Franklin County,Unknown,St. Regis Mohawk LAR,Saint Regis Mohawk Tribe,1,0,,,,,,,
36,29,Erie,Erie County,Unknown,Tonawanda LAR,Tonawanda Seneca Nation,1,0,,,,,,,
36,37,Genesee,Genesee County,Unknown,Tonawanda LAR,Tonawanda Seneca Nation,1,0,,,,,,,
36,63,Niagara,Niagara County,Unknown,Tonawanda LAR,Tonawanda Seneca Nation,1,0,,,,,,,
36,63,Niagara,Niagara County,Unknown,Tuscarora LAR,Tuscarora Nation,1,0,,,,,,,
36,3,Allegany,Allegany County,Unknown,Seneca LAR,Seneca Nation,1,0,,,,,,,
36,63,Niagara,Niagara County,Unknown,Seneca LAR,Seneca Nation,1,0,,,,,,,
38,57,Mercer,Mercer County,Fort Berthold,Fort Berthold LAR,"Three Affiliated Tribes (Arikara, Hidatsa, and Mandan Tribes)",0,,,,North Dakota only exercises civil jurisdiction over tribal lands.,ND took civil only; ND took criminal jurisdiction over Devil's Lake/Sprit Lake Reservation: uncelar if this still applies and this reservation is not included in this list,"Cohen, F. S. (2024). Cohen's Handbook of Federal Indian Law (N. J. Newton, K. K. Washburn, G. Ablavsky, B. R. Berger, M. Blackhawk, R. S. Davis, D. R. Hedden-Nicely, M. Mills, E. Rosser, J. W. Singer, & M. Steele, Eds.). LexisNexis.",,
38,101,Ward,Ward County,Fort Berthold,Fort Berthold LAR,"Three Affiliated Tribes (Arikara, Hidatsa, and Mandan Tribes)",0,,,,North Dakota only exercises civil jurisdiction over tribal lands.,,,,
38,61,Mountrail,Mountrail County,Fort Berthold,Fort Berthold LAR,"Three Affiliated Tribes (Arikara, Hidatsa, and Mandan Tribes)",0,,,,North Dakota only exercises civil jurisdiction over tribal lands.,,,,
38,55,McLean,McLean County,Fort Berthold,Fort Berthold LAR,"Three Affiliated Tribes (Arikara, Hidatsa, and Mandan Tribes)",0,,,,North Dakota only exercises civil jurisdiction over tribal lands.,,,,
38,53,McKenzie,McKenzie County,Fort Berthold,Fort Berthold LAR,"Three Affiliated Tribes (Arikara, Hidatsa, and Mandan Tribes)",0,,,,North Dakota only exercises civil jurisdiction over tribal lands.,,,,
38,25,Dunn,Dunn County,Fort Berthold,Fort Berthold LAR,"Three Affiliated Tribes (Arikara, Hidatsa, and Mandan Tribes)",0,,,,North Dakota only exercises civil jurisdiction over tribal lands.,,,,
38,81,Sargent,Sargent County,Sisseton,Lake Traverse (Sisseton) LAR,Sisseton-Wahpeton Oyate,0,,,,North Dakota only exercises civil jurisdiction over tribal lands.,,,,
38,77,Richland,Richland County,Sisseton,Lake Traverse (Sisseton) LAR,Sisseton-Wahpeton Oyate,0,,,,North Dakota only exercises civil jurisdiction over tribal lands.,,,,
38,85,Sioux,Sioux County,Standing Rock,Standing Rock LAR,Standing Rock Sioux Tribe,0,,,,North Dakota only exercises civil jurisdiction over tribal lands.,,,,
38,29,Emmons,Emmons County,Standing Rock,Standing Rock LAR,Standing Rock Sioux Tribe,0,,,,North Dakota only exercises civil jurisdiction over tribal lands.,,,,
38,1,Adams,Adams County,Standing Rock,Standing Rock LAR,Standing Rock Sioux Tribe,0,,,,North Dakota only exercises civil jurisdiction over tribal lands.,,,,
38,37,Grant,Grant County,Standing Rock,Standing Rock LAR,Standing Rock Sioux Tribe,0,,,,North Dakota only exercises civil jurisdiction over tribal lands.,,,,
38,59,Morton,Morton County,Standing Rock,Standing Rock LAR,Standing Rock Sioux Tribe,0,,,,North Dakota only exercises civil jurisdiction over tribal lands.,,,,
38,79,Rolette,Rolette County,Turtle Mountain,Turtle Mountain LAR,Turtle Mountain Band of Chippewa Indians,0,,,,North Dakota only exercises civil jurisdiction over tribal lands.,,,,
41,25,Harney,Harney County,Warm Springs,Burns Paiute LAR,Burns Paiute Tribe,0,,1,1972,,"Oregon retroceeded jurisdiction to the Burns-Paiute Reservation in 1972. (accoridng to linked document, but a different year accoridng to NARF)","P.L  92-488, 86 STAT. 806 (1972). https://burnspaiute-nsn.gov/wp-content/uploads/2020/09/Tribal-Code-Part-2-historical-documents.pdf. ",,
41,65,Wasco,Wasco County,Northwest Regional Office,Celilo LAR,,1,1,,,,"Tribe unclear, there seem to be multiple tribes living on this reservation",,,
41,11,Coos,Coos County,Siletz,Coquille of Oregon LAR,Coquille Indian Tribe,1,1,,,,This bill would allow further retrocessions,"Henshaw, M. (2025, March 25). Oregon bill would allow tribes to petition for removal of state control from tribal affairs. OPB. https://www.opb.org/article/2025/03/25/oregon-bill-would-allow-tribes-to-petition-for-removal-of-state-control-from-tribal-affairs/",,
41,19,Douglas,Douglas County,Siletz,Cow Creek LAR,Cow Creek Band of Umpqua Tribe of Indians,1,1,,,,,,,
41,33,Josephine,Josephine County,Siletz,Cow Creek LAR,Cow Creek Band of Umpqua Tribe of Indians,1,1,,,,,,,
41,53,Polk,Polk County,Siletz,Grand Ronde LAR,Confederated Tribes of the Grand Ronde Community of Oregon,1,1,,,,,,,
41,71,Yamhill,Yamhill County,Siletz,Grand Ronde LAR,Confederated Tribes of the Grand Ronde Community of Oregon,1,1,,,,,,,
41,35,Klamath,Klamath County,Northwest Regional Office,Klamath LAR,Klamath Tribes,1,1,,,,,,,
41,41,Lincoln,Lincoln County,Siletz,Siletz LAR,Confederated Tribes of Siletz Indians,1,1,,,,,,,
41,53,Polk,Polk County,Siletz,Siletz LAR,Confederated Tribes of Siletz Indians,1,1,,,,,,,
41,27,Hood River,Hood River County,Warm Springs,The Dalles Unit LAR,Confederated Tribes of the Warm Springs Reservation,1,1,,,,Should confirm that the exception does not apply here,,,
41,21,Gilliam,Gilliam County,Warm Springs,The Dalles Unit LAR,Confederated Tribes of the Warm Springs Reservation,1,1,,,,,,,
41,65,Wasco,Wasco County,Warm Springs,The Dalles Unit LAR,Confederated Tribes of the Warm Springs Reservation,1,1,,,,,,,
41,55,Sherman,Sherman County,Warm Springs,The Dalles Unit LAR,Confederated Tribes of the Warm Springs Reservation,1,1,,,,,,,
41,61,Union,Union County,Umatilla,Umatilla LAR,Confederated Tribes of the Umatilla Indian Reservation,0,,1,1980,,Oregon retroceded jurisdiction to the Confederated Tribes of the Umatilla Indian Reservation in 1980,RESOLUTION NO.: 14-018 (2012). https://www.justice.gov/sites/default/files/tribal/legacy/2014/04/22/ctuir-resolution.pdf. ,,
41,59,Umatilla,Umatilla County,Umatilla,Umatilla LAR,Confederated Tribes of the Umatilla Indian Reservation,0,,1,1980,,Oregon retroceded jurisdiction to the Confederated Tribes of the Umatilla Indian Reservation in 1980,,,
41,5,Clackamas,Clackamas County,Warm Springs,Warm Springs LAR,Confederated Tribes of the Warm Springs Reservation,0,,,,,The original Public Law 280 provides an exception to state jurisdiction on the Warm Springs Reservation.,"18 U.S. Code � 1162 - State jurisdiction over offenses committed by or against Indians in the Indian country. (n.d.). Law.Cornell.Edu. Retrieved August 13, 2025, from https://www.law.cornell.edu/uscode/text/18/1162. ",,
41,47,Marion,Marion County,Warm Springs,Warm Springs LAR,Confederated Tribes of the Warm Springs Reservation,0,,,,,The original Public Law 280 provides an exception to state jurisdiction on the Warm Springs Reservation.,,,
41,43,Linn,Linn County,Warm Springs,Warm Springs LAR,Confederated Tribes of the Warm Springs Reservation,0,,,,,The original Public Law 280 provides an exception to state jurisdiction on the Warm Springs Reservation.,,,
41,65,Wasco,Wasco County,Warm Springs,Warm Springs LAR,Confederated Tribes of the Warm Springs Reservation,0,,,,,The original Public Law 280 provides an exception to state jurisdiction on the Warm Springs Reservation.,,,
41,31,Jefferson,Jefferson County,Warm Springs,Warm Springs LAR,Confederated Tribes of the Warm Springs Reservation,0,,,,,The original Public Law 280 provides an exception to state jurisdiction on the Warm Springs Reservation.,,,
41,45,Malheur,Malheur County,Western Nevada,Fort McDermitt LAR,Fort McDermitt Paiute and Shoshone Tribe,1,1,,,,,,,
44,9,Washington,Washington County,Unknown,Narragansett LAR,Narragansett,1,0,,,,,"P.L 95-395 � 2-13, 92 STAT. 813  (SEPT. 30, 1978). https://www.congress.gov/95/statute/STATUTE-92/STATUTE-92-Pg813.pdf.",,
45,91,York,York County,Unknown,Catawba LAR,Catawba,1,0,,,,,"??South Carolina Legislature. (n.d.). South Carolina Legislature. Retrieved August 13, 2025, from https://www.scstatehouse.gov/code/t27c016.php. ",,
46,137,Ziebach,Ziebach County,Cheyenne River,Cheyenne River LAR,Cheyenne River Sioux Tribe,0,,,,,SD jurisdiction deemed invalid,,,
46,119,Sully,Sully County,Cheyenne River,Cheyenne River LAR,Cheyenne River Sioux Tribe,0,,,,,,,,
46,129,Walworth,Walworth County,Cheyenne River,Cheyenne River LAR,Cheyenne River Sioux Tribe,0,,,,,,,,
46,55,Haakon,Haakon County,Cheyenne River,Cheyenne River LAR,Cheyenne River Sioux Tribe,0,,,,,,,,
46,41,Dewey,Dewey County,Cheyenne River,Cheyenne River LAR,Cheyenne River Sioux Tribe,0,,,,,,,,
46,117,Stanley,Stanley County,Cheyenne River,Cheyenne River LAR,Cheyenne River Sioux Tribe,0,,,,,,,,
46,103,Pennington,Pennington County,Cheyenne River,Cheyenne River LAR,Cheyenne River Sioux Tribe,0,,,,,,,,
46,105,Perkins,Perkins County,Cheyenne River,Cheyenne River LAR,Cheyenne River Sioux Tribe,0,,,,,,,,
46,107,Potter,Potter County,Cheyenne River,Cheyenne River LAR,Cheyenne River Sioux Tribe,0,,,,,,,,
46,93,Meade,Meade County,Cheyenne River,Cheyenne River LAR,Cheyenne River Sioux Tribe,0,,,,,,,,
46,15,Brule,Brule County,Crow Creek,Crow Creek LAR,Crow Creek Sioux Tribe,0,,,,,,,,
46,85,Lyman,Lyman County,Crow Creek,Crow Creek LAR,Crow Creek Sioux Tribe,0,,,,,,,,
46,117,Stanley,Stanley County,Crow Creek,Crow Creek LAR,Crow Creek Sioux Tribe,0,,,,,,,,
46,17,Buffalo,Buffalo County,Crow Creek,Crow Creek LAR,Crow Creek Sioux Tribe,0,,,,,,,,
